State,City,Recipient,Grant Category,Amount,Population Estimate (Census),Spending Per Person
North Carolina,Charlotte,WTVI,Other System Support,"$18,140","10,835,491",$0.70
North Carolina,Charlotte,WTVI,Ready to Learn,"$75,000","10,835,491",$0.70
North Carolina,Charlotte,WTVI,Television Community Service Grant,"$1,056,182","10,835,491",$0.70
North Carolina,Davidson,WDAV,Radio Community Service Grant,"$171,381","10,835,491",$0.70
North Carolina,Durham,WNCU,Radio Community Service Grant,"$165,849","10,835,491",$0.70
North Carolina,Elizabeth City,WRVS,Radio Community Service Grant,"$187,172","10,835,491",$0.70
North Carolina,New Bern,WTEB,Radio Community Service Grant,"$126,229","10,835,491",$0.70
North Carolina,Research Triangle Park,PBS North Carolina,Other System Support,"$58,567","10,835,491",$0.70
North Carolina,Research Triangle Park,PBS North Carolina,Television Community Service Grant,"$3,772,601","10,835,491",$0.70
North Carolina,Spindale,WNCW,Radio Community Service Grant,"$127,358","10,835,491",$0.70
North Carolina,Wilmington,WHQR,Radio Community Service Grant,"$138,557","10,835,491",$0.70
North Carolina,Winston-Salem,WFDD,Radio Community Service Grant,"$257,309","10,835,491",$0.70
North Dakota,Belcourt,KEYA,Radio Community Service Grant,"$215,534","783,926",$3.08
North Dakota,Fargo,KCND,Radio Community Service Grant,"$209,826","783,926",$3.08
North Dakota,Fargo,Prairie Public Television,Other System Support,"$20,239","783,926",$3.08
North Dakota,Fargo,Prairie Public Television,Television Community Service Grant,"$1,538,172","783,926",$3.08
North Dakota,New Town,KMHA,Radio Community Service Grant,"$233,671","783,926",$3.08
North Dakota,St. Michaels,KABU,Radio Community Service Grant,"$195,689","783,926",$3.08
Ohio,Akron,WAPS,Radio Community Service Grant,"$107,042","11,785,935",$1.05
Ohio,Athens,WOUB,Television Community Service Grant,"$1,103,811","11,785,935",$1.05
Ohio,Athens,WOUB,Other System Support,"$18,387","11,785,935",$1.05
Ohio,Athens,WOUB,Radio Community Service Grant,"$185,816","11,785,935",$1.05
Ohio,Bowling Green,WBGU,Other System Support,"$14,706","11,785,935",$1.05
Ohio,Bowling Green,WBGU,Television Community Service Grant,"$876,726","11,785,935",$1.05
Ohio,Cincinnati,WCET,Television Community Service Grant,"$1,217,273","11,785,935",$1.05
Ohio,Cincinnati,WCET,Other System Support,"$21,335","11,785,935",$1.05
Ohio,Cincinnati,WGUC,Radio Community Service Grant,"$441,713","11,785,935",$1.05
Ohio,Cleveland,ideastream Public Media,Ready to Learn,"$75,000","11,785,935",$1.05
Ohio,Cleveland,WCPN,Radio Community Service Grant,"$678,569","11,785,935",$1.05
Ohio,Cleveland,WVIZ,Other System Support,"$33,631","11,785,935",$1.05
Ohio,Cleveland,WVIZ,Television Community Service Grant,"$1,893,172","11,785,935",$1.05
Ohio,Columbus,WCBE,Radio Community Service Grant,"$137,719","11,785,935",$1.05
Ohio,Columbus,WOSU,Radio Community Service Grant,"$250,609","11,785,935",$1.05
Ohio,Columbus,WOSU,Ready to Learn,"$75,000","11,785,935",$1.05
Ohio,Columbus,WOSU,Television Community Service Grant,"$1,424,239","11,785,935",$1.05
Ohio,Columbus,WOSU,Other System Support,"$24,770","11,785,935",$1.05
Ohio,Dayton,WDPR,Radio Community Service Grant,"$112,421","11,785,935",$1.05
Ohio,Dayton,WPTD,Other System Support,"$18,267","11,785,935",$1.05
Ohio,Dayton,WPTD,Television Community Service Grant,"$1,047,802","11,785,935",$1.05
Ohio,Kent,WNEO,Other System Support,"$18,217","11,785,935",$1.05
Ohio,Kent,WNEO,Television Community Service Grant,"$1,046,610","11,785,935",$1.05
Ohio,Springdale,WMKV,Radio Community Service Grant,"$89,223","11,785,935",$1.05
Ohio,Toledo,WGTE,Other System Support,"$15,868","11,785,935",$1.05
Ohio,Toledo,WGTE,Radio Community Service Grant,"$107,399","11,785,935",$1.05
Ohio,Toledo,WGTE,Television Community Service Grant,"$908,971","11,785,935",$1.05
Ohio,Wilberforce,WCSU,Radio Community Service Grant,"$118,841","11,785,935",$1.05
Ohio,Yellow Springs,WYSO,Radio Community Service Grant,"$164,216","11,785,935",$1.05
Ohio,Youngstown,WYSU,Radio Community Service Grant,"$117,105","11,785,935",$1.05
Oklahoma,Claremore,KRSU,Other System Support,"$12,655","4,053,824",$0.74
Oklahoma,Claremore,KRSU,Television Community Service Grant,"$743,097","4,053,824",$0.74
Oklahoma,Edmond,KUCO,Radio Community Service Grant,"$90,244","4,053,824",$0.74
Oklahoma,Lawton,KCCU,Radio Community Service Grant,"$90,179","4,053,824",$0.74
Oklahoma,Norman,KGOU,Radio Community Service Grant,"$153,166","4,053,824",$0.74
Oklahoma,Oklahoma City,Oklahoma Network,Other System Support,"$26,406","4,053,824",$0.74
Oklahoma,Oklahoma City,Oklahoma Network,Television Community Service Grant,"$1,583,811","4,053,824",$0.74
Oklahoma,Stillwater,KOSU,Radio Community Service Grant,"$157,217","4,053,824",$0.74
Oklahoma,Tulsa,KWGS,Radio Community Service Grant,"$153,554","4,053,824",$0.74
Oregon,Ashland,KNCA,Radio Community Service Grant,"$138,530","4,233,358",$1.78
Oregon,Ashland,KSOR,Radio Community Service Grant,"$296,221","4,233,358",$1.78
Oregon,Astoria,KMUN,Radio Community Service Grant,"$142,133","4,233,358",$1.78
Oregon,Eugene,KLCC,Radio Community Service Grant,"$354,534","4,233,358",$1.78
Oregon,Eugene,KRVM,Radio Community Service Grant,"$149,502","4,233,358",$1.78
Oregon,Eugene,KWAX,Radio Community Service Grant,"$146,647","4,233,358",$1.78
Oregon,Medford,KSYS,Television Community Service Grant,"$867,369","4,233,358",$1.78
Oregon,Medford,KSYS,Other System Support,"$13,043","4,233,358",$1.78
Oregon,Pendleton,KCUW,Radio Community Service Grant,"$189,272","4,233,358",$1.78
Oregon,Portland,KBOO,Radio Community Service Grant,"$65,345","4,233,358",$1.78
Oregon,Portland,KOPB,Radio Community Service Grant,"$1,260,584","4,233,358",$1.78
Oregon,Portland,KQAC,Radio Community Service Grant,"$262,049","4,233,358",$1.78
Oregon,Portland,Oregon Network,Other System Support,"$54,819","4,233,358",$1.78
Oregon,Portland,Oregon Network,Television Community Service Grant,"$3,364,250","4,233,358",$1.78
Oregon,Warm Springs,KWSO,Radio Community Service Grant,"$211,316","4,233,358",$1.78
Pennsylvania,Bethlehem,WDIY,Radio Community Service Grant,"$92,792","12,961,683",$1.39
Pennsylvania,Bethlehem,WLVT,Other System Support,"$19,764","12,961,683",$1.39
Pennsylvania,Bethlehem,WLVT,Ready to Learn,"$50,000","12,961,683",$1.39
Pennsylvania,Bethlehem,WLVT,Television Community Service Grant,"$1,114,479","12,961,683",$1.39
Pennsylvania,Erie,WQLN,Other System Support,"$12,896","12,961,683",$1.39
Pennsylvania,Erie,WQLN,Radio Community Service Grant,"$93,474","12,961,683",$1.39
Pennsylvania,Erie,WQLN,Television Community Service Grant,"$844,304","12,961,683",$1.39
Pennsylvania,Harrisburg,WITF,Radio Community Service Grant,"$191,536","12,961,683",$1.39
Pennsylvania,Harrisburg,WITF,Television Community Service Grant,"$1,152,861","12,961,683",$1.39
Pennsylvania,Harrisburg,WITF,Other System Support,"$19,815","12,961,683",$1.39
Pennsylvania,Lancaster,WLCH,Radio Community Service Grant,"$139,718","12,961,683",$1.39
Pennsylvania,Philadelphia,Mighty Picnic LLC,Television Programming,"$3,000,000","12,961,683",$1.39
Pennsylvania,Philadelphia,WHYY,Other System Support,"$169,788","12,961,683",$1.39
Pennsylvania,Philadelphia,WHYY,Radio Community Service Grant,"$717,746","12,961,683",$1.39
Pennsylvania,Philadelphia,WHYY,Radio Programming,"$180,000","12,961,683",$1.39
Pennsylvania,Philadelphia,WHYY,Television Community Service Grant,"$2,783,640","12,961,683",$1.39
Pennsylvania,Philadelphia,WRTI,Radio Community Service Grant,"$323,101","12,961,683",$1.39
Pennsylvania,Philadelphia,WXPN,Other System Support,"$12,500","12,961,683",$1.39
Pennsylvania,Philadelphia,WXPN,Radio Community Service Grant,"$442,615","12,961,683",$1.39
Pennsylvania,Pittsburgh,"Public Radio Program Directors Association, Inc.",Other System Support,"$40,000","12,961,683",$1.39
Pennsylvania,Pittsburgh,The Fred Rogers Productions,Television Programming,"$1,400,000","12,961,683",$1.39
Pennsylvania,Pittsburgh,WQED,Television Community Service Grant,"$1,672,655","12,961,683",$1.39
Pennsylvania,Pittsburgh,WQED,Other System Support,"$29,311","12,961,683",$1.39
Pennsylvania,Pittsburgh,WQED,Radio Community Service Grant,"$102,589","12,961,683",$1.39
Pennsylvania,Pittsburgh,WQED,Ready to Learn,"$50,000","12,961,683",$1.39
Pennsylvania,Pittsburgh,WYEP,Radio Community Service Grant,"$560,656","12,961,683",$1.39
Pennsylvania,Pittston,WVIA,Television Community Service Grant,"$898,970","12,961,683",$1.39
Pennsylvania,Pittston,WVIA,Other System Support,"$15,126","12,961,683",$1.39
Pennsylvania,Pittston,WVIA,Radio Community Service Grant,"$99,016","12,961,683",$1.39
Pennsylvania,University Park,WPSU,Television Community Service Grant,"$1,578,020","12,961,683",$1.39
Pennsylvania,University Park,WPSU,Other System Support,"$26,110","12,961,683",$1.39
Pennsylvania,University Park,WPSU,Radio Community Service Grant,"$180,546","12,961,683",$1.39
Pennsylvania,University Park,WPSU,Ready to Learn,"$10,000","12,961,683",$1.39
Puerto Rico,Rio Piedras,WMTJ,Television Community Service Grant,"$351,589","3,205,691",$0.43
Puerto Rico,Rio Piedras,WMTJ,Other System Support,"$6,130","3,205,691",$0.43
Puerto Rico,San Juan,WIPR,Television Community Service Grant,"$561,778","3,205,691",$0.43
Puerto Rico,San Juan,WIPR,Other System Support,"$45,837","3,205,691",$0.43
Puerto Rico,San Juan,WIPR,Radio Community Service Grant,"$123,128","3,205,691",$0.43
Puerto Rico,San Juan,WIPR,Ready to Learn,"$75,000","3,205,691",$0.43
Puerto Rico,San Juan,WRTU,Radio Community Service Grant,"$203,311","3,205,691",$0.43
Rhode Island,Providence,"Providence Pictures, Inc",Television Programming,"$875,000","1,095,962",$1.74
Rhode Island,Providence,WNPE,Radio Community Service Grant,"$254,911","1,095,962",$1.74
Rhode Island,Providence,WSBE,Other System Support,"$12,612","1,095,962",$1.74
Rhode Island,Providence,WSBE,Ready to Learn,"$50,000","1,095,962",$1.74
Rhode Island,Providence,WSBE,Television Community Service Grant,"$717,372","1,095,962",$1.74
South Carolina,Columbia,National Educational Telecommunications Association,Other System Support,"$210,036","5,373,555",$0.60
South Carolina,Columbia,South Carolina Network,Television Community Service Grant,"$2,541,973","5,373,555",$0.60
South Carolina,Columbia,South Carolina Network,Other System Support,"$38,604","5,373,555",$0.60
South Carolina,Columbia,WLTR,Radio Community Service Grant,"$219,816","5,373,555",$0.60
South Carolina,Orangeburg,WSSB,Radio Community Service Grant,"$196,027","5,373,555",$0.60
South Dakota,Lake Andes,KDKO,Radio Community Service Grant,"$192,144","919,318",$3.14
South Dakota,McLaughlin,KLND,Radio Community Service Grant,"$213,345","919,318",$3.14
South Dakota,Porcupine,KILI,Radio Community Service Grant,"$189,321","919,318",$3.14
South Dakota,Rosebud,KOYA,Radio Community Service Grant,"$187,664","919,318",$3.14
South Dakota,Sturgis,Public Media Journalists Association,Other System Support,"$20,000","919,318",$3.14
South Dakota,Sturgis,Public Media Journalists Association,Radio Programming,"$100,000","919,318",$3.14
South Dakota,Vermillion,KUSD,Radio Community Service Grant,"$287,322","919,318",$3.14
South Dakota,Vermillion,South Dakota Public Television,Other System Support,"$23,121","919,318",$3.14
South Dakota,Vermillion,South Dakota Public Television,Television Community Service Grant,"$1,669,394","919,318",$3.14
Tennessee,Chattanooga,WTCI,Television Community Service Grant,"$813,845","7,126,489",$0.96
Tennessee,Chattanooga,WTCI,Other System Support,"$13,234","7,126,489",$0.96
Tennessee,Chattanooga,WTCI,Ready to Learn,"$75,000","7,126,489",$0.96
Tennessee,Chattanooga,WUTC,Radio Community Service Grant,"$109,543","7,126,489",$0.96
Tennessee,Cookeville,WCTE,Other System Support,"$13,327","7,126,489",$0.96
Tennessee,Cookeville,WCTE,Television Community Service Grant,"$883,613","7,126,489",$0.96
Tennessee,Cordova,WKNO,Other System Support,"$17,436","7,126,489",$0.96
Tennessee,Cordova,WKNO,Radio Community Service Grant,"$124,178","7,126,489",$0.96
Tennessee,Cordova,WKNO,Television Community Service Grant,"$1,011,609","7,126,489",$0.96
Tennessee,Johnson City,WETS,Radio Community Service Grant,"$94,561","7,126,489",$0.96
Tennessee,Knoxville,WDVX,Radio Community Service Grant,"$87,873","7,126,489",$0.96
Tennessee,Knoxville,WETP,Other System Support,"$15,306","7,126,489",$0.96
Tennessee,Knoxville,WETP,Ready to Learn,"$50,000","7,126,489",$0.96
Tennessee,Knoxville,WETP,Television Community Service Grant,"$930,670","7,126,489",$0.96
Tennessee,Knoxville,WUOT,Radio Community Service Grant,"$155,145","7,126,489",$0.96
Tennessee,Martin,WLJT,Other System Support,"$11,945","7,126,489",$0.96
Tennessee,Martin,WLJT,Television Community Service Grant,"$802,807","7,126,489",$0.96
Tennessee,Nashville,WNPT,Television Community Service Grant,"$1,280,984","7,126,489",$0.96
Tennessee,Nashville,WNPT,Other System Support,"$22,067","7,126,489",$0.96
Tennessee,Nashville,WPLN,Radio Community Service Grant,"$346,444","7,126,489",$0.96
Texas,Abilene,KACU,Radio Community Service Grant,"$130,000","30,503,301",$0.52
Texas,Amarillo,KACV,Other System Support,"$13,998","30,503,301",$0.52
Texas,Amarillo,KACV,Television Community Service Grant,"$920,318","30,503,301",$0.52
Texas,Austin,KLRU,Television Community Service Grant,"$1,905,667","30,503,301",$0.52
Texas,Austin,KLRU,Other System Support,"$33,712","30,503,301",$0.52
Texas,Austin,KLRU,Ready to Learn,"$185,000","30,503,301",$0.52
Texas,Austin,KMFA,Radio Community Service Grant,"$195,755","30,503,301",$0.52
Texas,Austin,KUT,Radio Community Service Grant,"$729,609","30,503,301",$0.52
Texas,Beaumont,KVLU,Radio Community Service Grant,"$89,385","30,503,301",$0.52
Texas,College Station,KAMU,Other System Support,"$12,438","30,503,301",$0.52
Texas,College Station,KAMU,Radio Community Service Grant,"$120,647","30,503,301",$0.52
Texas,College Station,KAMU,Television Community Service Grant,"$819,764","30,503,301",$0.52
Texas,Commerce,KETR,Radio Community Service Grant,"$136,203","30,503,301",$0.52
Texas,Corpus Christi,KEDT,Other System Support,"$11,849","30,503,301",$0.52
Texas,Corpus Christi,KEDT,Radio Community Service Grant,"$140,447","30,503,301",$0.52
Texas,Corpus Christi,KEDT,Television Community Service Grant,"$789,903","30,503,301",$0.52
Texas,Dallas,KERA,Radio Community Service Grant,"$595,196","30,503,301",$0.52
Texas,Dallas,KERA,Ready to Learn,"$50,000","30,503,301",$0.52
Texas,Dallas,KERA,Television Community Service Grant,"$1,612,937","30,503,301",$0.52
Texas,Dallas,KERA,Other System Support,"$133,700","30,503,301",$0.52
Texas,El Paso,KTEP,Radio Community Service Grant,"$173,830","30,503,301",$0.52
Texas,Houston,KTSU,Radio Community Service Grant,"$198,566","30,503,301",$0.52
Texas,Houston,KUHF,Radio Community Service Grant,"$519,854","30,503,301",$0.52
Texas,Houston,KUHT,Other System Support,"$28,450","30,503,301",$0.52
Texas,Houston,KUHT,Television Community Service Grant,"$1,595,557","30,503,301",$0.52
Texas,Kileen,KNCT,Radio Community Service Grant,"$76,901","30,503,301",$0.52
Texas,Lubbock,KTTZ,Other System Support,"$23,305","30,503,301",$0.52
Texas,Lubbock,KTTZ,Radio Community Service Grant,"$155,282","30,503,301",$0.52
Texas,Lubbock,KTTZ,Television Community Service Grant,"$1,311,332","30,503,301",$0.52
Texas,Marfa,KRTS,Radio Community Service Grant,"$268,937","30,503,301",$0.52
Texas,Marfa,KXWT,Radio Community Service Grant,"$146,694","30,503,301",$0.52
Texas,Midland,KPBT,Other System Support,"$12,065","30,503,301",$0.52
Texas,Midland,KPBT,Television Community Service Grant,"$813,328","30,503,301",$0.52
Texas,San Antonio,KLRN,Other System Support,"$21,125","30,503,301",$0.52
Texas,San Antonio,KLRN,Ready to Learn,"$72,243","30,503,301",$0.52
Texas,San Antonio,KLRN,Television Community Service Grant,"$1,201,941","30,503,301",$0.52
Texas,San Antonio,KPAC,Radio Community Service Grant,"$427,989","30,503,301",$0.52
Texas,Texarkana,KTXK,Radio Community Service Grant,"$119,113","30,503,301",$0.52
Texas,Waco,KWBU,Radio Community Service Grant,"$136,282","30,503,301",$0.52
Utah,Logan,KUSU,Radio Community Service Grant,"$181,842","3,417,734",$1.96
Utah,Park City,KPCW,Radio Community Service Grant,"$204,165","3,417,734",$1.96
Utah,Salt Lake City,KRCL,Radio Community Service Grant,"$137,588","3,417,734",$1.96
Utah,Salt Lake City,KUED,Television Community Service Grant,"$1,835,320","3,417,734",$1.96
Utah,Salt Lake City,KUED,Other System Support,"$24,494","3,417,734",$1.96
Utah,Salt Lake City,KUEN,Other System Support,"$64,538","3,417,734",$1.96
Utah,Salt Lake City,KUEN,Television Community Service Grant,"$3,772,592","3,417,734",$1.96
Utah,Salt Lake City,KUER,Radio Community Service Grant,"$463,732","3,417,734",$1.96
Vermont,Colchester,Vermont PBS,Other System Support,"$17,998","647,464",$2.65
Vermont,Colchester,Vermont PBS,Television Community Service Grant,"$1,124,078","647,464",$2.65
Vermont,Colchester,WVPS,Radio Community Service Grant,"$572,284","647,464",$2.65
"Virgin Islands, U.S.",St. Thomas,WTJX,Television Community Service Grant,"$1,093,579",,
"Virgin Islands, U.S.",St. Thomas,WTJX,Other System Support,"$18,293",,
Virginia,Arlington,Association of Public Television Stations,Other System Support,"$25,000","8,715,698",$2.78
Virginia,Arlington,"Blue Land Media, LLC",Other System Support,"$50,000","8,715,698",$2.78
Virginia,Arlington,"Newshour Productions, LLC",Television Programming,"$2,900,000","8,715,698",$2.78
Virginia,Arlington,Public Broadcasting Service,Ready to Learn,"$16,645,524","8,715,698",$2.78
Virginia,Arlington,Public Broadcasting Service,Television Programming,"$29,000,000","8,715,698",$2.78
Virginia,Arlington,Public Broadcasting Service,Other System Support,"$353,752","8,715,698",$2.78
Virginia,Arlington,Public Broadcasting Service,Public Broadcasting Interconnection,"$5,679,762","8,715,698",$2.78
Virginia,Arlington,WETA,Ready to Learn,"$75,000","8,715,698",$2.78
Virginia,Arlington,WETA,Television Community Service Grant,"$7,925,919","8,715,698",$2.78
Virginia,Arlington,WETA,Other System Support,"$142,359","8,715,698",$2.78
Virginia,Arlington,WETA,Television Programming,"$7,450,000","8,715,698",$2.78
Virginia,Arlington,WETA,Radio Community Service Grant,"$507,274","8,715,698",$2.78
Virginia,Charlottesville,WNRN,Radio Community Service Grant,"$157,841","8,715,698",$2.78
Virginia,Charlottesville,WTJU,Radio Community Service Grant,"$112,942","8,715,698",$2.78
Virginia,Harrisonburg,WMRA,Radio Community Service Grant,"$157,160","8,715,698",$2.78
Virginia,Norfolk,WHRO,Other System Support,"$25,231","8,715,698",$2.78
Virginia,Norfolk,WHRO,Television Community Service Grant,"$1,436,798","8,715,698",$2.78
Virginia,Norfolk,WHRV,Radio Community Service Grant,"$453,774","8,715,698",$2.78
Virginia,Norfolk,WNSB,Radio Community Service Grant,"$145,995","8,715,698",$2.78
Virginia,Richmond,WCVE,Ready to Learn,"$75,000","8,715,698",$2.78
Virginia,Richmond,WCVE,Television Community Service Grant,"$1,254,274","8,715,698",$2.78
Virginia,Richmond,WCVE,Other System Support,"$20,681","8,715,698",$2.78
Virginia,Richmond,WCVE,Radio Community Service Grant,"$207,105","8,715,698",$2.78
Virginia,Roanoke,WBRA,Other System Support,"$13,027","8,715,698",$2.78
Virginia,Roanoke,WBRA,Television Community Service Grant,"$819,340","8,715,698",$2.78
Virginia,Roanoke,WVTF,Radio Community Service Grant,"$296,113","8,715,698",$2.78
Washington,Bellevue,KBCS,Radio Community Service Grant,"$121,959","7,812,880",$1.21
Washington,Granger,KDNA,Radio Community Service Grant,"$185,733","7,812,880",$1.21
Washington,Mount Vernon,KSVR,Radio Community Service Grant,"$102,657","7,812,880",$1.21
Washington,Pullman,KWSU,Other System Support,"$13,814","7,812,880",$1.21
Washington,Pullman,KWSU,Radio Community Service Grant,"$228,678","7,812,880",$1.21
Washington,Pullman,KWSU,Television Community Service Grant,"$800,378","7,812,880",$1.21
Washington,Seattle,KCTS,Other System Support,"$56,951","7,812,880",$1.21
Washington,Seattle,KCTS,Television Community Service Grant,"$3,183,173","7,812,880",$1.21
Washington,Seattle,KEXP,Radio Community Service Grant,"$576,685","7,812,880",$1.21
Washington,Seattle,KING,Radio Community Service Grant,"$275,722","7,812,880",$1.21
Washington,Seattle,KNHC,Radio Community Service Grant,"$110,509","7,812,880",$1.21
Washington,Seattle,KUOW,Radio Community Service Grant,"$932,226","7,812,880",$1.21
Washington,Spokane,KPBX,Radio Community Service Grant,"$203,881","7,812,880",$1.21
Washington,Spokane,KSPS,Ready to Learn,"$50,000","7,812,880",$1.21
Washington,Spokane,KSPS,Television Community Service Grant,"$1,271,536","7,812,880",$1.21
Washington,Spokane,KSPS,Other System Support,"$21,363","7,812,880",$1.21
Washington,Tacoma,KBTC,Television Community Service Grant,"$802,947","7,812,880",$1.21
Washington,Tacoma,KBTC,Other System Support,"$14,083","7,812,880",$1.21
Washington,Tacoma,KBTC,Ready to Learn,"$75,000","7,812,880",$1.21
Washington,Tacoma,KNKX,Radio Community Service Grant,"$447,078","7,812,880",$1.21
West Virginia,Charleston,WVPB,Other System Support,"$18,890","1,770,071",$0.96
West Virginia,Charleston,WVPB,Radio Community Service Grant,"$232,015","1,770,071",$0.96
West Virginia,Charleston,WVPB,Television Community Service Grant,"$1,150,942","1,770,071",$0.96
West Virginia,Dunmore,WVLS,Radio Community Service Grant,"$147,587","1,770,071",$0.96
West Virginia,Dunmore,WVMR,Radio Community Service Grant,"$151,669","1,770,071",$0.96
Wisconsin,Hayward,WOJB,Radio Community Service Grant,"$188,372","5,910,955",$1.37
Wisconsin,Madison,University of Wisconsin - Extension,Ready to Learn,"$185,000","5,910,955",$1.37
Wisconsin,Madison,WERN,Radio Community Service Grant,"$396,435","5,910,955",$1.37
Wisconsin,Madison,WHA,Television Community Service Grant,"$2,122,988","5,910,955",$1.37
Wisconsin,Madison,WHA,Other System Support,"$36,758","5,910,955",$1.37
Wisconsin,Madison,WHA,Radio Community Service Grant,"$410,906","5,910,955",$1.37
Wisconsin,Madison,WHAD,Radio Community Service Grant,"$454,345","5,910,955",$1.37
Wisconsin,Madison,Wisconsin Network,Other System Support,"$24,352","5,910,955",$1.37
Wisconsin,Madison,Wisconsin Network,Television Community Service Grant,"$1,509,756","5,910,955",$1.37
Wisconsin,Madison,WLSU,Radio Community Service Grant,"$163,450","5,910,955",$1.37
Wisconsin,Madison,WORT,Radio Community Service Grant,"$97,448","5,910,955",$1.37
Wisconsin,Milwaukee,WMVS,Other System Support,"$33,862","5,910,955",$1.37
Wisconsin,Milwaukee,WMVS,Television Community Service Grant,"$1,901,294","5,910,955",$1.37
Wisconsin,Milwaukee,WUWM,Radio Community Service Grant,"$292,196","5,910,955",$1.37
Wisconsin,Milwaukee,WYMS,Radio Community Service Grant,"$155,403","5,910,955",$1.37
Wisconsin,Rhinelander,WXPR,Radio Community Service Grant,"$133,403","5,910,955",$1.37
Wyoming,Jackson,KHOL,Radio Community Service Grant,"$132,892","584,057",$3.76
Wyoming,Laramie,KUWR,Radio Programming,"$216,600","584,057",$3.76
Wyoming,Laramie,KUWR,Other System Support,"$144,399","584,057",$3.76
Wyoming,Laramie,KUWR,Radio Community Service Grant,"$376,305","584,057",$3.76
Wyoming,Riverton,KCWC,Other System Support,"$19,019","584,057",$3.76
Wyoming,Riverton,KCWC,Television Community Service Grant,"$1,305,384","584,057",$3.76
